pvals_adj	fc	AUROC	cluster	Gene	cell_type
2.9697409441585694e-76	0.9504964	0.6368158602972211	Monocyte	LRRFIP1	Monocyte
3.049236035871648e-76	0.94775623	0.6368052717897298	Monocyte	TRAF3IP1	Monocyte
3.245077804298213e-76	0.9627283	0.6367803800221188	Monocyte	SLC23A2	Monocyte
3.5382292382629373e-76	0.9466205	0.636746098997865	Monocyte	DHX34	Monocyte
4.1105716969548656e-76	0.9465339	0.6366862534555243	Monocyte	SEL1L3	Monocyte
4.217079005871252e-76	0.939026	0.6366758111981364	Monocyte	RAB2A	Monocyte
1.182074853297328e-75	0.9648822	0.6362658721581045	Monocyte	SCAI	Monocyte
1.6817740022933697e-75	0.9397251	0.6361257353089578	Monocyte	POFUT1	Monocyte
2.123260178698892e-75	0.9447915	0.6360323107428598	Monocyte	IQGAP3	Monocyte
2.610583422690135e-75	0.9115481	0.635949503934274	Monocyte	AC087645.2	Monocyte
3.031382859754716e-75	0.9065319	0.6358896876419541	Monocyte	RAC1	Monocyte
3.0599113071775224e-75	0.9490762	0.6358857973892016	Monocyte	CATIP-AS2	Monocyte
3.6537007930271934e-75	0.9691149	0.6358152170892661	Monocyte	TMEM135	Monocyte
3.703584579481056e-75	0.9131332	0.6358096595853342	Monocyte	HK2	Monocyte
3.760790118414076e-75	0.9252602	0.6358034000809056	Monocyte	IQCD	Monocyte
3.981783115972061e-75	0.96580094	0.6357802048144949	Monocyte	PHF20	Monocyte
4.1721514934133414e-75	0.9068565	0.6357613093011263	Monocyte	OAZ2	Monocyte
4.637082890317396e-75	0.96873325	0.6357191600213057	Monocyte	ADA2	Monocyte
4.685845010649644e-75	0.9368827	0.635714831018243	Monocyte	CETP	Monocyte
7.994906537401134e-75	0.9689743	0.6355009841169462	Monocyte	METTL16	Monocyte
8.271690372261812e-75	0.96285594	0.6354872658572406	Monocyte	KLHL3	Monocyte
1.2603871994370966e-74	0.97176665	0.6353183177377097	Monocyte	KLF12	Monocyte
1.6349674668006842e-74	0.9445931	0.6352137196637067	Monocyte	ADARB1	Monocyte
1.6517369646369567e-74	0.9593236	0.635209478410706	Monocyte	ARID1B	Monocyte
1.9707746086238603e-74	0.9470835	0.635138166860253	Monocyte	LRCH1	Monocyte
2.3323546390633253e-74	0.9553726	0.6350700728120765	Monocyte	NEK4	Monocyte
2.9173447254842706e-74	0.9333946	0.6349798364982343	Monocyte	BLVRA	Monocyte
3.3467241749682246e-74	0.93390507	0.6349241152088114	Monocyte	FCHO1	Monocyte
5.6175826238538295e-74	0.9713265	0.634715416311157	Monocyte	NSMCE2	Monocyte
6.2318377089540185e-74	0.9407437	0.6346735302815227	Monocyte	LINC02865	Monocyte
6.5449645882966915e-74	0.89643663	0.6346537280175126	Monocyte	CIDECP1	Monocyte
7.369769177314681e-74	0.8720381	0.6346058457336359	Monocyte	LTB4R	Monocyte
7.552900833491725e-74	0.932107	0.6345958422265584	Monocyte	SPPL2B	Monocyte
9.255237477365749e-74	0.94229686	0.6345135326683243	Monocyte	TDRD7	Monocyte
1.6054933863545708e-73	0.95307666	0.6342909985108814	Monocyte	FCGBP	Monocyte
1.9705551692912052e-73	0.9608594	0.6342081917022957	Monocyte	UPF2	Monocyte
2.5284147285699787e-73	0.9389226	0.6341068111305689	Monocyte	RCBTB1	Monocyte
4.024433382421778e-73	0.96027225	0.6339189382476488	Monocyte	UBR4	Monocyte
5.339529444292173e-73	0.95488966	0.6338041904164646	Monocyte	EFL1	Monocyte
6.468246906091073e-73	0.85539323	0.6337262098612935	Monocyte	AP002381.2	Monocyte
6.533096128813868e-73	0.94693	0.6337218516082099	Monocyte	CYB5R3	Monocyte
6.561242440190732e-73	0.9262364	0.6337199503568649	Monocyte	COLGALT1	Monocyte
8.364472148290078e-73	0.95878494	0.6336208220367316	Monocyte	SPNS3	Monocyte
1.092686357909309e-72	0.9544432	0.6335125969601624	Monocyte	NIBAN1	Monocyte
1.2305076981420372e-72	0.96417314	0.6334642759259752	Monocyte	ADCY9	Monocyte
1.2753338687357888e-72	0.9233501	0.633449650915628	Monocyte	LINC01135	Monocyte
1.3332780246974881e-72	0.9461533	0.6334311941525699	Monocyte	PLEKHA2	Monocyte
1.6941002489224085e-72	0.9257623	0.6333335283334713	Monocyte	UBE2E1	Monocyte
1.972222489788877e-72	0.9402296	0.6332718692898475	Monocyte	SOAT1	Monocyte
2.019003281396667e-72	0.91060764	0.6332622167830184	Monocyte	SLC16A3	Monocyte
2.252775253622514e-72	0.9583918	0.6332173765012938	Monocyte	SPPL3	Monocyte
2.3229134237336813e-72	0.95267916	0.6332047989923952	Monocyte	BBX	Monocyte
2.370321350217457e-72	0.95534253	0.6331962872363732	Monocyte	ZNF516	Monocyte
2.4181710652734976e-72	0.95791566	0.6331878632304132	Monocyte	UBASH3B	Monocyte
3.9330047839596945e-72	0.9341416	0.6329889630896913	Monocyte	CAMKK2	Monocyte
4.264638913445605e-72	0.8578447	0.6329554718159963	Monocyte	NCOA4	Monocyte
4.744479897856964e-72	0.9344149	0.6329118892851617	Monocyte	FXYD6-FXYD2	Monocyte
5.218765068986344e-72	0.9680965	0.6328724017572243	Monocyte	HIPK2	Monocyte
5.788461828996914e-72	0.93790936	0.6328300184772381	Monocyte	PBX3	Monocyte
5.853620658685202e-72	0.9184212	0.6328253092239062	Monocyte	UPB1	Monocyte
5.864327408618777e-72	0.9240632	0.6328244024732648	Monocyte	SH3BP5L	Monocyte
6.861163373499775e-72	0.9648526	0.6327599939276958	Monocyte	IL20RB	Monocyte
8.115957678428067e-72	0.7665327	0.6326909346288363	Monocyte	TFAP2B	Monocyte
1.2209282262633532e-71	0.9371031	0.6325243850110024	Monocyte	CASP10	Monocyte
1.5039290391039663e-71	0.90699035	0.6324387117003886	Monocyte	LINC01890	Monocyte
2.007588631269732e-71	0.9407647	0.6323203953666797	Monocyte	ABCG1	Monocyte
2.2991050425220837e-71	0.91766936	0.6322649665774639	Monocyte	AC134508.2	Monocyte
2.403227608479419e-71	0.9613322	0.6322467438145712	Monocyte	PHACTR4	Monocyte
2.990352074160533e-71	0.95377636	0.6321567707509153	Monocyte	AREL1	Monocyte
3.3877371709673295e-71	0.9564774	0.6321055247146588	Monocyte	TCF12	Monocyte
3.6620420787402985e-71	0.9131284	0.6320730864417087	Monocyte	CDIP1	Monocyte
4.070962503047439e-71	0.91475755	0.6320295331608947	Monocyte	CYTH4	Monocyte
4.646339788000389e-71	0.9646003	0.631975040372341	Monocyte	SLC12A3	Monocyte
4.83563786032365e-71	0.889003	0.631958397110566	Monocyte	AP001267.3	Monocyte
5.514537215948838e-71	0.75178456	0.6319040505721157	Monocyte	NR2F2	Monocyte
5.930432195864024e-71	0.9704981	0.6318738353007385	Monocyte	RPTOR	Monocyte
6.343023379342015e-71	0.9510783	0.6318458430309339	Monocyte	AFMID	Monocyte
8.240240122880705e-71	0.9723091	0.631737968954613	Monocyte	GRK5	Monocyte
8.423822596179754e-71	0.9601311	0.6317285504479495	Monocyte	EEPD1	Monocyte
8.423822596179754e-71	0.9614712	0.6317284626978874	Monocyte	AC064834.1	Monocyte
8.604167535563741e-71	0.921327	0.6317196291916376	Monocyte	LINC02356	Monocyte
8.755145747038017e-71	0.95373476	0.6317123459364847	Monocyte	C17orf99	Monocyte
1.0259420961518782e-70	0.96867436	0.6316461238896327	Monocyte	INVS	Monocyte
1.2388006295816585e-70	0.9554412	0.6315675875840682	Monocyte	LCMT1	Monocyte
1.698774775366329e-70	0.90044194	0.631437629742123	Monocyte	AC104667.1	Monocyte
1.7867210568905066e-70	0.9676392	0.6314165989772438	Monocyte	AC109492.1	Monocyte
1.904556957099094e-70	0.9509336	0.631390069208474	Monocyte	RAB7A	Monocyte
2.026743191021021e-70	0.9457263	0.6313643876903042	Monocyte	ANKRD36	Monocyte
3.2825116625631734e-70	0.9607484	0.6311651950493755	Monocyte	AC008629.1	Monocyte
4.971212165793976e-70	0.90882504	0.6309934974278995	Monocyte	SH3BP2	Monocyte
7.14392398899475e-70	0.9336773	0.6308433570716752	Monocyte	PTEN	Monocyte
1.8611959433468452e-69	0.9548262	0.6304464050408316	Monocyte	IQCE	Monocyte
2.1946728026828046e-69	0.9601262	0.6303774627420549	Monocyte	ZGRF1	Monocyte
2.345948415655961e-69	0.9605373	0.6303497337224366	Monocyte	AP000781.2	Monocyte
2.4780076209772425e-69	0.9718615	0.630326918706295	Monocyte	ENTHD1	Monocyte
2.6328783635858487e-69	0.9650108	0.6303016759384358	Monocyte	ZNF609	Monocyte
3.129154850167163e-69	0.75532955	0.6302297208875276	Monocyte	IRX2	Monocyte
4.194736192931167e-69	0.9251121	0.6301076898011905	Monocyte	PLEKHA8P1	Monocyte
4.221329358155327e-69	0.918378	0.6301049110492246	Monocyte	PFKFB4	Monocyte
4.702323657782585e-69	0.969418	0.6300598660173552	Monocyte	TANGO6	Monocyte
5.03522319112717e-69	0.93375355	0.6300313472471781	Monocyte	AC069368.1	Monocyte
5.831830424814134e-69	0.9519591	0.6299702732039683	Monocyte	AC068946.1	Monocyte
6.914154779915557e-69	0.96162814	0.6298993126537638	Monocyte	ACBD6	Monocyte
7.480135441095768e-69	0.8291221	0.629866172380317	Monocyte	LINC02870	Monocyte
8.456792990443189e-69	0.9405034	0.629814575343812	Monocyte	MAP3K3	Monocyte
1.0561266061712237e-68	0.9535436	0.6297220867783764	Monocyte	SRGAP2B	Monocyte
1.1201288942052175e-68	0.8437909	0.6296973120108482	Monocyte	STING1	Monocyte
1.1894559122077855e-68	0.7618294	0.6296721862430718	Monocyte	EVX2	Monocyte
1.5332287822571535e-68	0.9605153	0.629565628417682	Monocyte	RNF216	Monocyte
1.7044367977927429e-68	0.92091286	0.629520934386061	Monocyte	SLC27A1	Monocyte
1.7720375872209606e-68	0.9662055	0.6295045836244929	Monocyte	NSF	Monocyte
2.5649055003528516e-68	0.9597634	0.6293495877648333	Monocyte	HEATR5B	Monocyte
4.610124644238839e-68	0.9092382	0.6291035365907521	Monocyte	AC020904.2	Monocyte
4.887278039071442e-68	0.93862313	0.6290789958233896	Monocyte	TMED10	Monocyte
5.099907026972797e-68	0.9441	0.6290608900605797	Monocyte	AL162253.2	Monocyte
6.9775981469151405e-68	0.8875956	0.6289292357174343	Monocyte	AC093525.2	Monocyte
7.559133645470366e-68	0.946067	0.6288955981936357	Monocyte	ITGAX	Monocyte
8.285821946661117e-68	0.963814	0.6288567249161329	Monocyte	FCHSD2	Monocyte
1.1426463604003004e-67	0.92697227	0.6287212388202765	Monocyte	AHDC1	Monocyte
1.1823065441791394e-67	0.95511067	0.6287067893100534	Monocyte	MBOAT1	Monocyte
1.418733684063508e-67	0.94305646	0.6286297740055651	Monocyte	HVCN1	Monocyte
1.5400446724197073e-67	0.9233503	0.6285949079808975	Monocyte	ATP6V1B2	Monocyte
1.8104342303293874e-67	0.95759696	0.6285262874323484	Monocyte	SEC14L1	Monocyte
2.032599380001866e-67	0.96298474	0.6284774106477681	Monocyte	TMPRSS9	Monocyte
2.1094760198338936e-67	0.7740689	0.6284616741366345	Monocyte	GDF6	Monocyte
2.4175450066865587e-67	0.95590013	0.6284041393459285	Monocyte	LMTK2	Monocyte
3.435733513639884e-67	0.917542	0.6282556954909047	Monocyte	PLXND1	Monocyte
3.995743770149483e-67	0.91535765	0.6281915794455425	Monocyte	TKT	Monocyte
4.794915113252918e-67	0.969995	0.6281145641410542	Monocyte	HIVEP3	Monocyte
6.105756695065374e-67	0.95649815	0.6280125108188515	Monocyte	LIG1	Monocyte
6.364069784276755e-67	0.96150213	0.6279949023063933	Monocyte	AKAP9	Monocyte
6.466369119218362e-67	0.82607067	0.6279880285515302	Monocyte	SOX1-OT	Monocyte
8.862041684211931e-67	0.9547877	0.6278547362072259	Monocyte	LINC01844	Monocyte
1.0238335838147088e-66	0.9067735	0.6277932234137056	Monocyte	ALAS1	Monocyte
1.0627917293455086e-66	0.939623	0.6277773114024479	Monocyte	ARHGEF2	Monocyte
1.1228463726423e-66	0.9239668	0.627753648135706	Monocyte	TGFBI	Monocyte
1.1808983520648083e-66	0.96656775	0.6277320616204336	Monocyte	AP3B1	Monocyte
1.4040548741011593e-66	0.9185902	0.6276582053181803	Monocyte	PRSS8	Monocyte
1.469553400851001e-66	0.9459449	0.6276386370543358	Monocyte	MTMR12	Monocyte
1.6460406083320525e-66	0.8704641	0.6275902575201072	Monocyte	ZIC1	Monocyte
2.3194100196664283e-66	0.90036064	0.6274441829167594	Monocyte	AP003973.4	Monocyte
3.1220335944084615e-66	0.8740457	0.6273173255770078	Monocyte	DUSP3	Monocyte
3.400899687879406e-66	0.90063244	0.627280938551264	Monocyte	NR1H3	Monocyte
3.662132447136392e-66	0.8975421	0.6272489682786451	Monocyte	CACTIN-AS1	Monocyte
3.667114713803624e-66	0.87393767	0.6272482370281277	Monocyte	MSRB1	Monocyte
4.3888791607113337e-66	0.90062016	0.627171631223929	Monocyte	CSRP1	Monocyte
4.872222061076464e-66	0.7935848	0.6271270249423702	Monocyte	AL049777.2	Monocyte
5.570472414667828e-66	0.9556783	0.6270697534018506	Monocyte	SLC5A10	Monocyte
6.555427510012266e-66	0.94157267	0.6270001968526393	Monocyte	MARCHF2	Monocyte
6.68996631724233e-66	0.9605237	0.6269909538460998	Monocyte	SLC16A1-AS1	Monocyte
1.2516568908589688e-65	0.9541045	0.6267231991566634	Monocyte	TOLLIP	Monocyte
1.4198043828302024e-65	0.9722714	0.6266687941181719	Monocyte	RBM19	Monocyte
1.758829576817625e-65	0.97512174	0.6265768613031293	Monocyte	SIL1	Monocyte
1.7595222582695192e-65	0.968761	0.6265765395529017	Monocyte	WWP2	Monocyte
1.9781227902623784e-65	0.9662585	0.6265257322669556	Monocyte	FAM193A	Monocyte
2.176714313186727e-65	0.94224864	0.6264841972375695	Monocyte	SIDT1	Monocyte
2.231583191171575e-65	0.94787836	0.626473433229954	Monocyte	KDM2B	Monocyte
2.298215205289827e-65	0.95269173	0.6264607387209726	Monocyte	TRAF3IP2-AS1	Monocyte
2.683673566527068e-65	0.9399716	0.6263941656738723	Monocyte	PSAP	Monocyte
2.8583899926901673e-65	0.9349026	0.62636710940473	Monocyte	AC020743.2	Monocyte
3.041469750071379e-65	0.965433	0.6263403163857738	Monocyte	PRIM2	Monocyte
3.075334226357163e-65	0.9489766	0.6263352853822144	Monocyte	MEGF9	Monocyte
3.1310143607680263e-65	0.97850084	0.626327475626689	Monocyte	AC099489.1	Monocyte
3.2071532599456266e-65	0.8773089	0.6263169163692184	Monocyte	TMEM127	Monocyte
3.3681187882505992e-65	0.87056816	0.6262957101042149	Monocyte	CARD19	Monocyte
3.411738189214581e-65	0.7843732	0.6262900648502209	Monocyte	MIR124-2HG	Monocyte
3.941143721704966e-65	0.94152147	0.6262281718064315	Monocyte	BICD2	Monocyte
4.338823459203232e-65	0.9548072	0.6261869585272731	Monocyte	ZNF148	Monocyte
4.836612825996536e-65	0.95362204	0.6261402462442243	Monocyte	CRTC3-AS1	Monocyte
5.687802884578668e-65	0.94926345	0.6260703386947646	Monocyte	SH2D7	Monocyte
5.7715917341049915e-65	0.94006747	0.6260639329402325	Monocyte	CIBAR2	Monocyte
5.854208146115982e-65	0.90429074	0.6260577026858246	Monocyte	DUSP10	Monocyte
5.9514214502180235e-65	0.95124406	0.6260505071807339	Monocyte	ARHGAP1	Monocyte
8.632746703664358e-65	0.9587895	0.6258901293172665	Monocyte	LIMS1	Monocyte
8.641475753680769e-65	0.9640351	0.6258895443168526	Monocyte	SMURF1	Monocyte
8.90683693870608e-65	0.77772313	0.6258764403075815	Monocyte	LINC01475	Monocyte
9.376746636312502e-65	0.90392166	0.6258542687918952	Monocyte	CATIP	Monocyte
1.1536211284832428e-64	0.9338772	0.6257647052285289	Monocyte	TMEM230	Monocyte
1.1602375654275974e-64	0.96178246	0.6257621019766871	Monocyte	NPRL3	Monocyte
1.1654595161271307e-64	0.9196115	0.6257600252252179	Monocyte	MAP4K2	Monocyte
1.1974984165493739e-64	0.95693994	0.6257479449666711	Monocyte	TRIP4	Monocyte
1.2944079030048591e-64	0.85572505	0.6257142781928517	Monocyte	CXXC5	Monocyte
1.4477225316490174e-64	0.9723972	0.6256656646584577	Monocyte	TSNAX-DISC1	Monocyte
1.4780271495349555e-64	0.9607033	0.6256566264020632	Monocyte	BMPR1A	Monocyte
1.5364557523889167e-64	0.9202393	0.6256396906400812	Monocyte	SPG21	Monocyte
1.6825624553592356e-64	0.91993046	0.6256004078622885	Monocyte	AC015688.4	Monocyte
1.689206728313477e-64	0.91573864	0.6255985651109848	Monocyte	FCAMR	Monocyte
1.8692956860807866e-64	0.93375355	0.6255547778300052	Monocyte	TRAF3IP2	Monocyte
1.8856462890831142e-64	0.92588305	0.6255508875772529	Monocyte	CCDC102A	Monocyte
1.9772707869697852e-64	0.9034343	0.6255300615625186	Monocyte	ROPN1L	Monocyte
2.135865057829675e-64	0.7708733	0.6254967750389684	Monocyte	LINC01833	Monocyte
2.3458600452265704e-64	0.9236403	0.6254558835100377	Monocyte	SLAMF8	Monocyte
3.473223293493326e-64	0.9510687	0.6252856483895962	Monocyte	PTK2B	Monocyte
4.108717372478107e-64	0.8190094	0.6252125818379016	Monocyte	CALR	Monocyte
5.0444622907612755e-64	0.95304376	0.6251240712752805	Monocyte	DTNBP1	Monocyte
5.346563474449253e-64	0.96370476	0.6250987115073384	Monocyte	SND1	Monocyte
5.650509876130605e-64	0.93209505	0.625074433990162	Monocyte	TMEM52B	Monocyte
6.404427143163624e-64	0.9422235	0.6250201459517533	Monocyte	KIN	Monocyte
7.244155862481634e-64	0.9657338	0.6249664136637376	Monocyte	PARVB	Monocyte
8.402933151145618e-64	0.9473339	0.6249020928682307	Monocyte	DNAJB6	Monocyte
8.564860882085391e-64	0.77884454	0.6248934056120845	Monocyte	FEZF1	Monocyte
9.616879977772215e-64	0.95370454	0.6248430955764901	Monocyte	PIK3C2A	Monocyte
9.79423930485595e-64	0.9659029	0.6248349055706957	Monocyte	CLASP1	Monocyte
9.800798149663359e-64	0.91305405	0.6248344668203852	Monocyte	CYREN	Monocyte
1.0360478262018334e-63	0.95313364	0.6248103355533124	Monocyte	ADGRG3	Monocyte
1.0394133209179799e-63	0.7529917	0.6248087853022156	Monocyte	OTX1	Monocyte
1.0488101656591875e-63	0.9641424	0.6248047487993598	Monocyte	SRBD1	Monocyte
1.0722066777633766e-63	0.962218	0.6247949207924065	Monocyte	WDR60	Monocyte
1.0735065427010691e-63	0.9573647	0.6247942480419305	Monocyte	DENND1B	Monocyte
1.3814977207565652e-63	0.9554629	0.6246843557141817	Monocyte	RTN3	Monocyte
1.4460297506952094e-63	0.96859723	0.624664319450006	Monocyte	PPP1R12B	Monocyte
1.6080119364160346e-63	0.9585809	0.6246181044173089	Monocyte	PIAS4	Monocyte
1.900104666036161e-63	0.79365295	0.624545739866111	Monocyte	IRX4	Monocyte
2.0688234252373748e-63	0.95701355	0.6245087678399532	Monocyte	ABHD12	Monocyte
2.1311924523300965e-63	0.9751195	0.6244953128304338	Monocyte	PEPD	Monocyte
2.2420605482966935e-63	0.96765584	0.6244729073145818	Monocyte	TAOK1	Monocyte
2.2435623570535276e-63	0.97371393	0.6244724685642715	Monocyte	AC017002.3	Monocyte
2.3988366516817898e-63	0.9519514	0.6244431892935565	Monocyte	RIN3	Monocyte
2.5679368069274076e-63	0.8561177	0.6244133835224688	Monocyte	FHL3	Monocyte
2.8984815703629897e-63	0.96609366	0.6243606164851362	Monocyte	WBP1L	Monocyte
3.22493841587468e-63	0.94808865	0.6243139919521493	Monocyte	RFT1	Monocyte
3.4702409035648104e-63	0.9478598	0.6242818169293854	Monocyte	SRC	Monocyte
3.5622268516104995e-63	0.9043159	0.6242703216712526	Monocyte	VPS37B	Monocyte
4.5801183076915935e-63	0.9530549	0.6241605170935658	Monocyte	AL133410.1	Monocyte
5.194938449496496e-63	0.89256376	0.6241055270546604	Monocyte	LTBR	Monocyte
5.225794622074443e-63	0.9484183	0.6241028068027358	Monocyte	RALA	Monocyte
5.609746778562527e-63	0.959466	0.6240717140307377	Monocyte	KLHL18	Monocyte
5.818205716921582e-63	0.95357203	0.6240557142694179	Monocyte	CLINT1	Monocyte
5.943676344454671e-63	0.93442696	0.6240462957627543	Monocyte	AGO4	Monocyte
6.4726727544144e-63	0.9448871	0.6240086509861206	Monocyte	RB1	Monocyte
7.210713949069142e-63	0.95050836	0.6239612659525957	Monocyte	TAB1	Monocyte
8.515942238526193e-63	0.9581092	0.6238886089011908	Monocyte	CDK19	Monocyte
8.66199910690883e-63	0.97338825	0.6238810623958516	Monocyte	RBM47	Monocyte
9.296612029620299e-63	0.9445958	0.6238498526237708	Monocyte	SCCPDH	Monocyte
1.061085539607857e-62	0.9447701	0.6237917035826303	Monocyte	MARCHF6	Monocyte
1.103236580469394e-62	0.95856965	0.6237744460704207	Monocyte	DNAJC13	Monocyte
1.4341213972710013e-62	0.94299334	0.6236597274892572	Monocyte	CENPJ	Monocyte
1.435658370002818e-62	0.9514747	0.6236591132388226	Monocyte	MED25	Monocyte
1.5627273714835245e-62	0.9705618	0.6236219949625614	Monocyte	AC024145.1	Monocyte
1.5714493999475686e-62	0.87318915	0.6236194209607403	Monocyte	AP5B1	Monocyte
1.7499370775306391e-62	0.9666425	0.6235722114273395	Monocyte	DOCK8	Monocyte
1.8321834389267746e-62	0.9615643	0.6235518826629569	Monocyte	NUP98	Monocyte
2.5222327459834158e-62	0.93691933	0.6234114825636239	Monocyte	SORD	Monocyte
2.706141932546757e-62	0.9602131	0.6233805945417706	Monocyte	SCMH1	Monocyte
2.9043771677597116e-62	0.9644955	0.6233494140197104	Monocyte	WIPF2	Monocyte
3.3538167587420356e-62	0.8882751	0.6232859414748035	Monocyte	SIRT7	Monocyte
3.655111352495423e-62	0.9391813	0.6232481796980871	Monocyte	AC010201.3	Monocyte
3.767795122364745e-62	0.9325105	0.6232347539385884	Monocyte	RBM23	Monocyte
3.7728335644369746e-62	0.97384644	0.623234022688071	Monocyte	ITPR2	Monocyte
4.614123241437028e-62	0.974562	0.6231453658753463	Monocyte	MYOF	Monocyte
5.868929949190795e-62	0.96698165	0.623039159050205	Monocyte	ANAPC1	Monocyte
7.4829056781604e-62	0.9534193	0.6229319577243602	Monocyte	AC093884.1	Monocyte
7.753245393902006e-62	0.94804573	0.6229162504632473	Monocyte	BRI3	Monocyte
7.80149175513033e-62	0.94430196	0.6229132377111157	Monocyte	AC127029.2	Monocyte
8.50243247418974e-62	0.95019585	0.6228753589343164	Monocyte	GGA2	Monocyte
9.219278404173808e-62	0.96525145	0.6228395569089865	Monocyte	MYO1F	Monocyte
1.2681130479098519e-61	0.96629167	0.6226984255591361	Monocyte	AC005324.3	Monocyte
1.8244461163760366e-61	0.9057572	0.6225382524458136	Monocyte	SLC17A9	Monocyte
2.3334911669821142e-61	0.9571858	0.6224298226190995	Monocyte	PNPLA1	Monocyte
2.415681908753804e-61	0.85863906	0.6224144371082143	Monocyte	AL033528.3	Monocyte
2.731186338576901e-61	0.9174087	0.6223590668190397	Monocyte	CLEC7A	Monocyte
2.836168311145942e-61	0.9516604	0.6223423065571818	Monocyte	MLLT3	Monocyte
2.9113478466483627e-61	0.9726928	0.6223304895488213	Monocyte	WDR7	Monocyte
3.0180202901695368e-61	0.9566518	0.6223143435373981	Monocyte	QSOX2	Monocyte
3.4523801652862454e-61	0.9667272	0.6222547904952643	Monocyte	UBE3D	Monocyte
4.2133555522804444e-61	0.91807264	0.6221657826822913	Monocyte	TK1	Monocyte
4.309421906470038e-61	0.9425649	0.6221556914251517	Monocyte	AC026202.2	Monocyte
5.605951585659777e-61	0.9567806	0.6220387205923947	Monocyte	POLE	Monocyte
6.94594489102475e-61	0.9486232	0.6219434532749932	Monocyte	EHD4	Monocyte
7.502629723692591e-61	0.778001	0.6219092307507808	Monocyte	AC004080.3	Monocyte
8.03545603003049e-61	0.8115541	0.6218786059791137	Monocyte	AC004540.2	Monocyte
8.34976332895777e-61	0.9577062	0.621861348466904	Monocyte	HELZ	Monocyte
8.508132737708276e-61	0.9387183	0.6218527489608199	Monocyte	DENND11	Monocyte
9.138001644085335e-61	0.97730607	0.6218210126883665	Monocyte	LINC02325	Monocyte
9.14286756736152e-61	0.9399301	0.6218206324380975	Monocyte	LY75-CD302	Monocyte
9.916840410004361e-61	0.9403457	0.6217840991622501	Monocyte	CARS2	Monocyte
1.3166420581321903e-60	0.9571169	0.6216577390728504	Monocyte	TEC	Monocyte
1.519261683577827e-60	0.83506566	0.6215934475273641	Monocyte	HOXC4	Monocyte
1.665978626541027e-60	0.97215664	0.6215522927482471	Monocyte	NBAS	Monocyte
2.2532605718927154e-60	0.9602771	0.6214170406525563	Monocyte	ZSWIM4	Monocyte
2.7004572386157364e-60	0.96880555	0.6213363690954812	Monocyte	RTTN	Monocyte
2.9674096280503593e-60	0.91535896	0.6212933423150397	Monocyte	PI16	Monocyte
3.245532093830871e-60	0.9643781	0.6212533867867711	Monocyte	CREBBP	Monocyte
3.818040589062927e-60	0.9711313	0.6211807297353663	Monocyte	AOPEP	Monocyte
5.960395958678421e-60	0.8166728	0.6209819173447065	Monocyte	AL079303.1	Monocyte
6.949726362254821e-60	0.96190625	0.620913062795992	Monocyte	TNRC6C	Monocyte
7.052224194180509e-60	0.9622341	0.6209063937912735	Monocyte	SCLT1	Monocyte
7.122029638737092e-60	0.8850388	0.620901860038066	Monocyte	AC007192.1	Monocyte
1.0324725511731344e-59	0.9791458	0.6207350764200665	Monocyte	DENND1A	Monocyte
1.036750841983694e-59	0.9167944	0.6207330874186594	Monocyte	CD302	Monocyte
1.1141020132423553e-59	0.9519213	0.62070067839573	Monocyte	LITAF	Monocyte
1.1536975779398645e-59	0.9435177	0.6206849418845963	Monocyte	ERN1	Monocyte
1.1599192487407096e-59	0.96249986	0.6206823971327959	Monocyte	TMEM184B	Monocyte
1.562565727861526e-59	0.93451124	0.6205485490380984	Monocyte	ST3GAL2	Monocyte
1.5667745136443303e-59	0.9615444	0.6205472035371464	Monocyte	MTBP	Monocyte
2.244256063437118e-59	0.9456471	0.6203854509227065	Monocyte	TOP3A	Monocyte
2.303402098642969e-59	0.9033628	0.6203736631643667	Monocyte	TMEM79	Monocyte
2.318518748329506e-59	0.9598471	0.6203705919121938	Monocyte	AXIN1	Monocyte
2.5123582858344507e-59	0.76051676	0.6203344973866569	Monocyte	PRDM13	Monocyte
2.8250544142995215e-59	0.95038104	0.6202815255991794	Monocyte	MIGA2	Monocyte
3.438839702735732e-59	0.92020744	0.620192839536434	Monocyte	AC093627.22	Monocyte
3.822948445546109e-59	0.9381931	0.6201449280025366	Monocyte	UCK2	Monocyte
3.9599979970549766e-59	0.94862425	0.6201289867412582	Monocyte	CHURC1-FNTB	Monocyte
5.18557162846339e-59	0.9680363	0.6200076869054385	Monocyte	SYTL3	Monocyte
5.624810976216553e-59	0.9619035	0.6199707441293014	Monocyte	KDM2A	Monocyte
5.848966760567142e-59	0.91311044	0.6199530478667814	Monocyte	PTCH2	Monocyte
6.704972104473798e-59	0.9596743	0.6198913888231576	Monocyte	CNOT10	Monocyte
6.822991606614108e-59	0.9412413	0.619883403567508	Monocyte	ANKRD33B	Monocyte
9.200156549563722e-59	0.9678954	0.6197476834714861	Monocyte	ACOT7	Monocyte
9.378436704206903e-59	0.9352074	0.6197387622151743	Monocyte	ALDH3B1	Monocyte
9.524192406057256e-59	0.9127495	0.6197315374600627	Monocyte	TNFSF4	Monocyte
1.0781468058099352e-58	0.96386254	0.6196754359203709	Monocyte	UBE2R2	Monocyte
1.1010175048161465e-58	0.896546	0.6196658419135832	Monocyte	MAN2A2	Monocyte
1.1295060683406525e-58	0.9653655	0.6196540541552433	Monocyte	ZBTB44	Monocyte
